Action;Time;ISIN;Ticker;Name;Notes;ID;No. of shares;Price / share;Currency (Price / share);Exchange rate;Result;Currency (Result);Total;Currency (Total);Withholding tax;Currency (Withholding tax);Charge amount;Currency (Charge amount);Deposit fee;Currency (Deposit fee);Stamp duty reserve tax;Currency (Stamp duty reserve tax);Currency conversion fee;Currency (Currency conversion fee)
Market buy;11.12.2024 9:32;IE00BFMXXD54;VUAA;Vanguard S&P 500 (Acc);;EOF24806631443;1.8188030000;114.8800000000;USD;0.04185151;;CZK;5000.00;CZK;;;;;;;;;VII.49;CZK
